split, sceneId, level, roomId, roomType, startX, startY, startZ, startAngle, goalObjectId, goalX, goalY, goalZ, dist, pathDist, pathNumDoors, pathDoorIds, pathNumRooms, pathRoomIndices
train,Allensville,1,,,1.399,0.713,-0.353,0.596,,6.198,4.944,-0.324,6.398,7.326,,,,
train,Allensville,1,,,1.707,7.036,-0.321,4.652,,6.058,1.465,-0.302,7.069,9.015,,,,
train,Allensville,1,,,1.267,4.050,-0.334,4.059,,6.117,6.499,-0.315,5.432,9.340,,,,
train,Allensville,1,,,1.267,4.050,-0.334,4.059,,6.198,4.944,-0.324,5.011,7.794,,,,
train,Allensville,1,,,1.049,2.277,-0.332,6.191,,6.058,1.465,-0.302,5.074,5.795,,,,
train,Allensville,1,,,1.049,2.277,-0.332,6.191,,6.117,6.499,-0.315,6.596,9.137,,,,
train,Allensville,1,,,1.267,4.050,-0.334,4.059,,6.058,1.465,-0.302,5.444,5.998,,,,
train,Allensville,1,,,1.707,7.036,-0.321,4.652,,4.225,0.478,-0.716,7.036,8.315,,,,
train,Allensville,1,,,1.922,2.933,-0.334,4.098,,6.117,6.499,-0.315,5.505,8.045,,,,
train,Allensville,1,,,1.049,2.277,-0.332,6.191,,6.058,3.206,-0.319,5.094,5.847,,,,
train,Allensville,1,,,-0.462,2.424,-0.697,6.193,,6.058,3.206,-0.319,6.577,7.220,,,,
train,Allensville,1,,,6.058,1.465,-0.302,0.955,,6.117,6.499,-0.315,5.034,5.506,,,,
train,Allensville,1,,,1.049,2.277,-0.332,6.191,,3.412,6.739,-0.365,5.049,8.416,,,,
train,Allensville,1,,,4.252,1.098,-0.719,0.061,,3.412,6.739,-0.365,5.714,5.714,,,,
train,Allensville,1,,,6.058,1.465,-0.302,0.955,,3.412,6.739,-0.365,5.901,7.039,,,,
train,Allensville,1,,,1.466,5.175,-0.330,3.883,,6.058,1.465,-0.302,5.904,7.140,,,,
train,Allensville,1,,,-0.462,2.424,-0.697,6.193,,6.058,1.465,-0.302,6.602,7.167,,,,
train,Allensville,1,,,2.798,2.065,-0.359,2.681,,6.117,6.499,-0.315,5.539,6.861,,,,
train,Allensville,1,,,1.399,0.713,-0.353,0.596,,3.412,6.739,-0.365,6.353,10.339,,,,
train,Allensville,1,,,1.707,7.036,-0.321,4.652,,6.058,3.206,-0.319,5.797,9.068,,,,
train,Allensville,1,,,6.117,6.499,-0.315,4.680,,4.252,1.098,-0.719,5.728,5.885,,,,
train,Allensville,1,,,-0.462,2.424,-0.697,6.193,,6.117,6.499,-0.315,7.748,10.509,,,,
train,Allensville,1,,,1.399,0.713,-0.353,0.596,,6.117,6.499,-0.315,7.465,8.807,,,,
train,Allensville,1,,,2.798,2.065,-0.359,2.681,,1.707,7.036,-0.321,5.090,5.525,,,,
train,Allensville,1,,,1.707,7.036,-0.321,4.652,,-0.462,2.424,-0.697,5.110,6.777,,,,
train,Allensville,1,,,1.466,5.175,-0.330,3.883,,4.225,0.478,-0.716,5.461,6.440,,,,
train,Allensville,1,,,6.117,6.499,-0.315,4.680,,4.225,0.478,-0.716,6.323,6.506,,,,
train,Allensville,1,,,-0.462,2.424,-0.697,6.193,,6.198,4.944,-0.324,7.131,8.964,,,,
train,Allensville,1,,,1.399,0.713,-0.353,0.596,,6.058,3.206,-0.319,5.284,5.712,,,,
train,Allensville,1,,,-0.462,2.424,-0.697,6.193,,3.829,5.717,-0.314,5.422,8.729,,,,
train,Allensville,1,,,1.707,7.036,-0.321,4.652,,4.252,1.098,-0.719,6.472,7.696,,,,
train,Allensville,1,,,4.225,0.478,-0.716,0.252,,3.412,6.739,-0.365,6.323,6.323,,,,
train,Allensville,1,,,1.399,0.713,-0.353,0.596,,3.829,5.717,-0.314,5.563,9.279,,,,
train,Allensville,1,,,-0.462,2.424,-0.697,6.193,,5.232,2.164,-0.313,5.713,6.085,,,,
train,Allensville,1,,,1.466,5.175,-0.330,3.883,,6.058,3.206,-0.319,4.997,7.193,,,,
train,Allensville,1,,,1.707,7.036,-0.321,4.652,,6.198,4.944,-0.324,4.955,10.812,,,,
train,Allensville,1,,,1.466,5.175,-0.330,3.883,,4.252,1.098,-0.719,4.953,5.821,,,,
train,Allensville,1,,,5.232,2.164,-0.313,0.271,,3.412,6.739,-0.365,4.924,5.956,,,,
train,Allensville,1,,,6.117,6.499,-0.315,4.680,,4.197,1.986,-0.719,4.921,5.551,,,,
train,Allensville,1,,,6.198,4.944,-0.324,4.462,,4.225,0.478,-0.716,4.898,4.949,,,,
train,Allensville,1,,,-0.462,2.424,-0.697,6.193,,4.252,1.098,-0.719,4.896,5.848,,,,
train,Allensville,1,,,1.267,4.050,-0.334,4.059,,6.058,3.206,-0.319,4.865,6.050,,,,
train,Allensville,1,,,1.466,5.175,-0.330,3.883,,6.117,6.499,-0.315,4.835,10.482,,,,
train,Allensville,1,,,4.197,1.986,-0.719,1.238,,3.412,6.739,-0.365,4.830,4.830,,,,
train,Allensville,1,,,1.466,5.175,-0.330,3.883,,5.232,2.164,-0.313,4.822,6.058,,,,
train,Allensville,1,,,1.707,7.036,-0.321,4.652,,1.049,2.277,-0.332,4.804,5.405,,,,
train,Allensville,1,,,6.058,1.465,-0.302,0.955,,3.829,5.717,-0.314,4.801,5.979,,,,
train,Allensville,1,,,1.466,5.175,-0.330,3.883,,6.198,4.944,-0.324,4.738,8.937,,,,
train,Allensville,1,,,1.922,2.933,-0.334,4.098,,6.198,4.944,-0.324,4.726,6.499,,,,
train,Allensville,1,,,-0.462,2.424,-0.697,6.193,,3.941,4.091,-0.314,4.723,7.117,,,,
train,Allensville,1,,,1.399,0.713,-0.353,0.596,,6.058,1.465,-0.302,4.720,5.464,,,,
train,Allensville,1,,,2.798,2.065,-0.359,2.681,,3.412,6.739,-0.365,4.714,8.394,,,,
train,Allensville,1,,,-0.462,2.424,-0.697,6.193,,4.197,1.986,-0.719,4.679,4.959,,,,
train,Allensville,1,,,3.829,5.717,-0.314,3.860,,4.252,1.098,-0.719,4.656,4.656,,,,
train,Allensville,1,,,1.267,4.050,-0.334,4.059,,4.225,0.478,-0.716,4.654,5.297,,,,
train,Allensville,1,,,-0.462,2.424,-0.697,6.193,,3.781,4.202,-0.313,4.617,7.250,,,,
train,Allensville,1,,,1.399,0.713,-0.353,0.596,,1.466,5.175,-0.330,4.463,5.595,,,,
train,Allensville,1,,,2.798,2.065,-0.359,2.681,,6.198,4.944,-0.324,4.456,5.381,,,,
train,Allensville,1,,,1.707,7.036,-0.321,4.652,,6.117,6.499,-0.315,4.443,12.358,,,,
train,Allensville,1,,,5.232,2.164,-0.313,0.271,,6.117,6.499,-0.315,4.424,4.424,,,,
train,Allensville,1,,,1.049,2.277,-0.332,6.191,,3.829,5.717,-0.314,4.423,7.357,,,,
train,Allensville,1,,,6.058,3.206,-0.319,5.170,,3.412,6.739,-0.365,4.414,7.091,,,,
train,Allensville,1,,,1.267,4.050,-0.334,4.059,,5.232,2.164,-0.313,4.391,4.916,,,,
train,Allensville,1,,,1.922,2.933,-0.334,4.098,,6.058,1.465,-0.302,4.389,4.703,,,,
train,Allensville,1,,,6.198,4.944,-0.324,4.462,,4.252,1.098,-0.719,4.329,4.329,,,,
train,Allensville,1,,,1.399,0.713,-0.353,0.596,,3.941,4.091,-0.314,4.227,7.667,,,,
train,Allensville,1,,,1.399,0.713,-0.353,0.596,,3.781,4.202,-0.313,4.225,7.800,,,,
train,Allensville,1,,,1.466,5.175,-0.330,3.883,,4.197,1.986,-0.719,4.217,4.932,,,,
train,Allensville,1,,,1.267,4.050,-0.334,4.059,,4.252,1.098,-0.719,4.216,4.679,,,,
train,Allensville,1,,,1.049,2.277,-0.332,6.191,,5.232,2.164,-0.313,4.185,4.713,,,,
train,Allensville,1,,,1.922,2.933,-0.334,4.098,,6.058,3.206,-0.319,4.145,4.755,,,,
train,Allensville,1,,,1.922,2.933,-0.334,4.098,,1.707,7.036,-0.321,4.108,4.313,,,,
train,Allensville,1,,,1.399,0.713,-0.353,0.596,,5.232,2.164,-0.313,4.099,4.382,,,,
train,Allensville,1,,,1.922,2.933,-0.334,4.098,,3.412,6.739,-0.365,4.087,7.324,,,,
train,Allensville,1,,,5.232,2.164,-0.313,0.271,,3.829,5.717,-0.314,3.820,4.897,,,,
train,Allensville,1,,,2.798,2.065,-0.359,2.681,,3.829,5.717,-0.314,3.795,7.334,,,,
train,Allensville,1,,,3.781,4.202,-0.313,0.390,,4.225,0.478,-0.716,3.772,3.772,,,,
train,Allensville,1,,,3.829,5.717,-0.314,3.860,,4.197,1.986,-0.719,3.771,3.771,,,,
train,Allensville,1,,,1.707,7.036,-0.321,4.652,,3.941,4.091,-0.314,3.697,8.966,,,,
train,Allensville,1,,,1.049,2.277,-0.332,6.191,,4.225,0.478,-0.716,3.670,5.094,,,,
train,Allensville,1,,,3.941,4.091,-0.314,4.179,,4.225,0.478,-0.716,3.646,3.646,,,,
train,Allensville,1,,,1.267,4.050,-0.334,4.059,,4.197,1.986,-0.719,3.605,3.789,,,,
train,Allensville,1,,,6.198,4.944,-0.324,4.462,,4.197,1.986,-0.719,3.594,4.005,,,,
train,Allensville,1,,,6.058,1.465,-0.302,0.955,,3.781,4.202,-0.313,3.561,4.500,,,,
train,Allensville,1,,,1.707,7.036,-0.321,4.652,,3.781,4.202,-0.313,3.512,9.098,,,,
train,Allensville,1,,,6.058,1.465,-0.302,0.955,,6.198,4.944,-0.324,3.483,4.026,,,,
train,Allensville,1,,,2.798,2.065,-0.359,2.681,,6.058,3.206,-0.319,3.455,3.767,,,,
train,Allensville,1,,,1.267,4.050,-0.334,4.059,,3.412,6.739,-0.365,3.439,8.619,,,,
train,Allensville,1,,,1.049,2.277,-0.332,6.191,,4.252,1.098,-0.719,3.434,4.476,,,,
train,Allensville,1,,,1.049,2.277,-0.332,6.191,,3.941,4.091,-0.314,3.413,5.745,,,,
train,Allensville,1,,,1.922,2.933,-0.334,4.098,,5.232,2.164,-0.313,3.399,3.621,,,,
train,Allensville,1,,,1.922,2.933,-0.334,4.098,,4.225,0.478,-0.716,3.388,4.002,,,,
train,Allensville,1,,,2.798,2.065,-0.359,2.681,,1.466,5.175,-0.330,3.384,3.649,,,,
val,Markleeville,3,,,8.029,0.964,-0.343,1.493,,8.619,6.075,-0.358,5.145,5.145,,,,
val,Markleeville,3,,,8.029,0.964,-0.343,1.493,,6.844,6.166,-0.354,5.335,5.455,,,,
val,Markleeville,3,,,5.543,-0.706,-0.343,1.308,,8.619,6.075,-0.358,7.447,8.113,,,,
val,Markleeville,3,,,3.249,4.837,-0.347,3.936,,8.767,1.953,-0.351,6.226,6.226,,,,
val,Markleeville,2,,,4.412,2.487,-2.956,1.444,,8.420,-0.811,-2.935,5.190,6.337,,,,
val,Markleeville,2,,,4.150,4.595,-2.955,3.286,,5.322,-0.582,-2.936,5.308,5.308,,,,
val,Markleeville,3,,,8.619,6.075,-0.358,4.394,,3.430,5.484,-0.316,5.222,7.908,,,,
val,Markleeville,3,,,4.454,0.918,-0.341,0.774,,8.682,4.023,-0.355,5.246,5.868,,,,
val,Markleeville,2,,,5.322,-0.582,-2.936,0.821,,7.646,5.210,-2.942,6.242,9.492,,,,
val,Markleeville,3,,,3.245,2.396,-0.380,4.815,,8.682,4.023,-0.355,5.676,5.676,,,,
val,Markleeville,3,,,8.670,4.812,-0.355,3.397,,3.430,5.484,-0.316,5.283,6.644,,,,
val,Markleeville,3,,,-1.375,-0.260,-0.327,5.977,,-1.003,5.687,-0.327,5.958,5.958,,,,
val,Markleeville,3,,,4.629,2.414,-0.380,0.447,,8.619,6.075,-0.358,5.415,6.414,,,,
val,Markleeville,3,,,5.543,-0.706,-0.343,1.308,,3.430,5.484,-0.316,6.541,7.020,,,,
val,Markleeville,3,,,5.543,-0.706,-0.343,1.308,,6.723,4.260,-0.350,5.105,6.253,,,,
val,Markleeville,3,,,4.454,0.918,-0.341,0.774,,8.619,6.075,-0.358,6.629,7.921,,,,
val,Markleeville,3,,,8.767,1.953,-0.351,2.853,,3.430,5.484,-0.316,6.399,6.476,,,,
val,Markleeville,3,,,8.029,0.964,-0.343,1.493,,3.430,5.484,-0.316,6.448,6.829,,,,
val,Markleeville,3,,,7.068,-0.167,-0.335,1.878,,8.619,6.075,-0.358,6.432,6.495,,,,
val,Markleeville,3,,,3.245,2.396,-0.380,4.815,,8.767,1.953,-0.351,5.540,5.779,,,,
val,Markleeville,3,,,3.249,4.837,-0.347,3.936,,5.543,-0.706,-0.343,5.999,6.771,,,,
val,Markleeville,2,,,8.420,-0.811,-2.935,1.370,,7.646,5.210,-2.942,6.071,6.386,,,,
val,Markleeville,3,,,8.682,4.023,-0.355,3.800,,3.430,5.484,-0.316,5.451,5.855,,,,
val,Markleeville,2,,,4.150,4.595,-2.955,3.286,,6.941,-0.644,-2.938,5.936,6.929,,,,
val,Markleeville,3,,,3.249,4.837,-0.347,3.936,,8.670,4.812,-0.355,5.422,6.394,,,,
val,Markleeville,3,,,5.543,-0.706,-0.343,1.308,,8.682,4.023,-0.355,5.677,6.108,,,,
val,Markleeville,3,,,3.249,4.837,-0.347,3.936,,8.029,0.964,-0.343,6.153,6.580,,,,
val,Markleeville,3,,,3.245,2.396,-0.380,4.815,,8.619,6.075,-0.358,6.513,7.729,,,,
val,Markleeville,3,,,3.245,2.396,-0.380,4.815,,8.670,4.812,-0.355,5.939,6.464,,,,
val,Markleeville,3,,,7.068,-0.167,-0.335,1.878,,3.430,5.484,-0.316,6.720,8.638,,,,
val,Markleeville,3,,,4.454,0.918,-0.341,0.774,,6.844,6.166,-0.354,5.767,6.208,,,,
val,Markleeville,2,,,4.150,4.595,-2.955,3.286,,8.420,-0.811,-2.935,6.889,8.415,,,,
val,Markleeville,3,,,3.249,4.837,-0.347,3.936,,7.068,-0.167,-0.335,6.295,8.389,,,,
val,Markleeville,3,,,5.543,-0.706,-0.343,1.308,,8.670,4.812,-0.355,6.343,6.848,,,,
val,Markleeville,3,,,3.249,4.837,-0.347,3.936,,8.682,4.023,-0.355,5.494,5.606,,,,
val,Markleeville,3,,,5.543,-0.706,-0.343,1.308,,6.844,6.166,-0.354,6.994,8.163,,,,
val,Markleeville,3,,,4.454,0.918,-0.341,0.774,,8.670,4.812,-0.355,5.739,6.656,,,,
val,Markleeville,3,,,3.249,4.837,-0.347,3.936,,8.619,6.075,-0.358,5.511,7.659,,,,
val,Markleeville,3,,,7.068,-0.167,-0.335,1.878,,8.670,4.812,-0.355,5.230,5.230,,,,
val,Markleeville,3,,,7.068,-0.167,-0.335,1.878,,6.844,6.166,-0.354,6.337,9.723,,,,
val,Markleeville,2,,,4.150,4.595,-2.955,3.286,,8.366,1.235,-2.939,5.391,6.415,,,,
val,Markleeville,3,,,3.245,2.396,-0.380,4.815,,6.844,6.166,-0.354,5.212,5.856,,,,
val,Markleeville,2,,,6.941,-0.644,-2.938,1.961,,7.646,5.210,-2.942,5.897,7.874,,,,
val,Markleeville,3,,,3.245,2.396,-0.380,4.815,,8.029,0.964,-0.343,4.994,6.198,,,,
val,Markleeville,3,,,-1.375,-0.260,-0.327,5.977,,-1.061,4.717,-0.323,4.987,4.987,,,,
val,Markleeville,3,,,4.688,4.114,-0.352,3.510,,7.068,-0.167,-0.335,4.898,6.778,,,,
val,Markleeville,3,,,4.688,4.114,-0.352,3.510,,5.543,-0.706,-0.343,4.896,5.160,,,,
val,Markleeville,3,,,7.392,2.838,-0.350,5.222,,3.430,5.484,-0.316,4.764,4.850,,,,
val,Markleeville,2,,,8.420,-0.811,-2.935,1.370,,6.980,3.698,-2.948,4.733,4.733,,,,
val,Markleeville,3,,,4.629,2.414,-0.380,0.447,,8.670,4.812,-0.355,4.699,5.150,,,,
val,Markleeville,3,,,4.454,0.918,-0.341,0.774,,3.430,5.484,-0.316,4.680,5.065,,,,
val,Markleeville,3,,,8.767,1.953,-0.351,2.853,,6.844,6.166,-0.354,4.632,4.992,,,,
val,Markleeville,3,,,4.688,4.114,-0.352,3.510,,8.767,1.953,-0.351,4.616,4.616,,,,
val,Markleeville,3,,,3.245,2.396,-0.380,4.815,,7.068,-0.167,-0.335,4.603,5.479,,,,
val,Markleeville,3,,,3.249,4.837,-0.347,3.936,,7.392,2.838,-0.350,4.600,4.600,,,,
val,Markleeville,3,,,4.688,4.114,-0.352,3.510,,8.029,0.964,-0.343,4.592,4.969,,,,
val,Markleeville,2,,,5.322,-0.582,-2.936,0.821,,6.980,3.698,-2.948,4.591,7.839,,,,
val,Markleeville,2,,,-0.218,0.029,-2.935,0.046,,-0.656,4.588,-2.936,4.580,5.558,,,,
val,Markleeville,3,,,7.068,-0.167,-0.335,1.878,,8.682,4.023,-0.355,4.490,4.490,,,,
val,Markleeville,3,,,7.068,-0.167,-0.335,1.878,,6.723,4.260,-0.350,4.440,7.813,,,,
val,Markleeville,3,,,4.454,0.918,-0.341,0.774,,8.767,1.953,-0.351,4.435,5.950,,,,
val,Markleeville,3,,,4.688,4.114,-0.352,3.510,,8.619,6.075,-0.358,4.393,6.048,,,,
val,Markleeville,3,,,4.629,2.414,-0.380,0.447,,8.682,4.023,-0.355,4.361,4.361,,,,
val,Markleeville,3,,,4.629,2.414,-0.380,0.447,,6.844,6.166,-0.354,4.357,4.702,,,,
val,Markleeville,2,,,6.941,-0.644,-2.938,1.961,,6.980,3.698,-2.948,4.342,6.221,,,,
val,Markleeville,2,,,4.412,2.487,-2.956,1.444,,7.646,5.210,-2.942,4.228,5.608,,,,
val,Markleeville,3,,,5.543,-0.706,-0.343,1.308,,8.767,1.953,-0.351,4.179,7.905,,,,
val,Markleeville,3,,,3.245,2.396,-0.380,4.815,,7.392,2.838,-0.350,4.171,4.219,,,,
val,Markleeville,3,,,4.629,2.414,-0.380,0.447,,8.767,1.953,-0.351,4.163,4.443,,,,
val,Markleeville,2,,,4.412,2.487,-2.956,1.444,,8.366,1.235,-2.939,4.147,4.291,,,,
val,Markleeville,3,,,8.767,1.953,-0.351,2.853,,8.619,6.075,-0.358,4.126,4.126,,,,
val,Markleeville,2,,,8.420,-0.811,-2.935,1.370,,5.637,2.223,-2.953,4.117,5.100,,,,
val,Markleeville,3,,,3.249,4.837,-0.347,3.936,,4.454,0.918,-0.341,4.101,4.816,,,,
val,Markleeville,3,,,4.688,4.114,-0.352,3.510,,8.670,4.812,-0.355,4.043,4.784,,,,
val,Markleeville,2,,,8.366,1.235,-2.939,0.547,,7.646,5.210,-2.942,4.040,4.772,,,,
val,Markleeville,3,,,4.454,0.918,-0.341,0.774,,6.723,4.260,-0.350,4.040,4.299,,,,
val,Markleeville,2,,,4.412,2.487,-2.956,1.444,,6.941,-0.644,-2.938,4.024,7.825,,,,
val,Markleeville,3,,,5.543,-0.706,-0.343,1.308,,7.392,2.838,-0.350,3.998,6.345,,,,
val,Markleeville,3,,,4.688,4.114,-0.352,3.510,,8.682,4.023,-0.355,3.995,3.995,,,,
val,Markleeville,3,,,6.086,2.993,-0.348,0.677,,8.619,6.075,-0.358,3.990,4.846,,,,
val,Markleeville,3,,,0.879,2.188,-0.401,2.892,,-1.003,5.687,-0.327,3.973,5.827,,,,
val,Markleeville,3,,,-0.924,1.724,-0.330,4.098,,-1.003,5.687,-0.327,3.963,3.963,,,,
val,Markleeville,3,,,3.245,2.396,-0.380,4.815,,6.723,4.260,-0.350,3.946,3.946,,,,
val,Markleeville,3,,,8.029,0.964,-0.343,1.493,,8.670,4.812,-0.355,3.901,3.901,,,,
val,Markleeville,3,,,3.245,2.396,-0.380,4.815,,5.543,-0.706,-0.343,3.861,3.861,,,,
val,Markleeville,3,,,3.249,4.837,-0.347,3.936,,6.844,6.166,-0.354,3.833,6.647,,,,
val,Markleeville,2,,,-0.218,0.029,-2.935,0.046,,0.594,3.694,-2.937,3.754,4.022,,,,
val,Markleeville,3,,,6.086,2.993,-0.348,0.677,,5.543,-0.706,-0.343,3.739,5.029,,,,
val,Markleeville,3,,,4.629,2.414,-0.380,0.447,,8.029,0.964,-0.343,3.697,4.863,,,,
val,Markleeville,2,,,4.150,4.595,-2.955,3.286,,6.964,2.243,-2.952,3.668,4.688,,,,
val,Markleeville,3,,,6.086,2.993,-0.348,0.677,,3.430,5.484,-0.316,3.641,3.641,,,,
val,Markleeville,2,,,7.646,5.210,-2.942,4.219,,5.637,2.223,-2.953,3.600,4.372,,,,
val,Markleeville,3,,,4.454,0.918,-0.341,0.774,,8.029,0.964,-0.343,3.575,6.370,,,,
val,Markleeville,3,,,4.629,2.414,-0.380,0.447,,7.068,-0.167,-0.335,3.551,5.080,,,,
val,Markleeville,2,,,4.150,4.595,-2.955,3.286,,7.646,5.210,-2.942,3.550,7.733,,,,
val,Markleeville,2,,,5.322,-0.582,-2.936,0.821,,8.366,1.235,-2.939,3.545,5.152,,,,
val,Markleeville,3,,,8.029,0.964,-0.343,1.493,,6.723,4.260,-0.350,3.545,3.545,,,,
val,Markleeville,2,,,0.946,1.429,-2.939,0.972,,-0.656,4.588,-2.936,3.542,3.829,,,,
val,Markleeville,3,,,3.249,4.837,-0.347,3.936,,6.723,4.260,-0.350,3.522,4.802,,,,
val,Markleeville,3,,,6.723,4.260,-0.350,1.923,,3.430,5.484,-0.316,3.513,5.060,,,,
train,Wainscott,0,,,-0.751,13.222,-3.212,5.645,,4.724,11.705,-3.209,5.680,5.769,,,,
train,Wainscott,0,,,-3.202,-0.762,-3.194,4.947,,-3.601,6.139,-3.210,6.912,12.356,,,,
train,Wainscott,2,,,-1.194,4.700,0.195,3.002,,0.903,9.567,0.198,5.299,20.182,,,,
train,Wainscott,2,,,1.951,3.485,0.200,3.684,,0.439,10.615,0.189,7.289,22.672,,,,
train,Wainscott,0,,,-1.781,-4.463,-3.205,1.433,,-0.751,13.222,-3.212,17.715,19.247,,,,
train,Wainscott,2,,,-1.337,-2.152,0.186,5.153,,0.439,10.615,0.189,12.891,26.963,,,,
train,Wainscott,0,,,0.459,9.540,-3.216,6.223,,6.220,9.737,-3.192,5.765,9.541,,,,
train,Wainscott,0,,,0.293,7.133,-3.210,3.453,,-0.751,13.222,-3.212,6.178,6.530,,,,
train,Wainscott,2,,,-1.498,-0.349,0.197,5.002,,1.951,3.485,0.200,5.157,5.190,,,,
train,Wainscott,2,,,-0.792,-2.933,0.191,2.212,,2.602,9.567,0.262,12.953,26.704,,,,
train,Wainscott,0,,,-2.019,-3.167,-3.195,1.837,,3.090,11.943,-3.214,15.950,17.578,,,,
train,Wainscott,0,,,-3.681,11.317,-3.206,6.090,,2.949,8.910,-3.211,7.053,11.804,,,,
train,Wainscott,0,,,-3.389,0.408,-3.198,3.155,,3.481,5.510,-3.218,8.557,14.960,,,,
train,Wainscott,2,,,3.094,2.647,0.182,3.013,,2.602,9.567,0.262,6.938,23.700,,,,
train,Wainscott,2,,,-0.313,1.400,0.190,2.851,,0.850,7.234,0.200,5.948,6.044,,,,
train,Wainscott,2,,,-0.792,-2.933,0.191,2.212,,2.129,10.626,0.203,13.870,26.364,,,,
train,Wainscott,0,,,-1.738,0.482,-3.191,3.740,,3.481,5.510,-3.218,7.247,11.374,,,,
train,Wainscott,2,,,-0.586,7.289,0.190,0.136,,4.542,12.015,0.204,6.973,13.157,,,,
train,Wainscott,0,,,0.189,1.573,-3.195,1.531,,2.210,6.375,-3.212,5.210,7.622,,,,
train,Wainscott,0,,,-3.389,0.408,-3.198,3.155,,-0.751,13.222,-3.212,13.083,17.888,,,,
train,Wainscott,0,,,-3.202,-0.762,-3.194,4.947,,-0.751,13.222,-3.212,14.197,16.704,,,,
train,Wainscott,2,,,-1.498,-0.349,0.197,5.002,,-1.045,12.182,0.198,12.539,12.589,,,,
train,Wainscott,0,,,-1.781,-4.463,-3.205,1.433,,4.724,11.705,-3.209,17.428,20.514,,,,
train,Wainscott,0,,,-2.019,-3.167,-3.195,1.837,,0.570,11.418,-3.217,14.814,15.727,,,,
train,Wainscott,2,,,-1.498,-0.349,0.197,5.002,,3.027,3.914,0.197,6.217,6.349,,,,
train,Wainscott,0,,,-1.669,1.720,-3.192,2.412,,0.570,11.418,-3.217,9.954,13.307,,,,
train,Wainscott,0,,,-1.901,-5.640,-3.206,0.213,,-3.202,-0.762,-3.194,5.049,5.148,,,,
train,Wainscott,0,,,-3.601,6.139,-3.210,0.923,,3.068,10.115,-3.201,7.764,10.052,,,,
train,Wainscott,0,,,-0.751,13.222,-3.212,5.645,,6.220,9.737,-3.192,7.793,9.101,,,,
train,Wainscott,0,,,-3.389,0.408,-3.198,3.155,,4.724,11.705,-3.209,13.908,19.155,,,,
train,Wainscott,0,,,-1.782,5.070,-3.213,1.722,,3.090,11.943,-3.214,8.424,10.001,,,,
train,Wainscott,2,,,1.008,5.610,0.197,5.501,,4.052,9.654,0.206,5.062,19.753,,,,
train,Wainscott,2,,,-1.194,4.700,0.195,3.002,,2.602,9.567,0.262,6.173,18.919,,,,
train,Wainscott,2,,,-3.306,9.837,0.183,4.512,,4.052,9.654,0.206,7.360,10.555,,,,
train,Wainscott,0,,,-1.781,-4.463,-3.205,1.433,,-1.782,5.070,-3.213,9.533,13.022,,,,
train,Wainscott,0,,,-1.707,-0.374,-3.190,2.147,,-3.601,6.139,-3.210,6.783,10.811,,,,
train,Wainscott,0,,,-1.707,-0.374,-3.190,2.147,,-1.332,11.875,-3.214,12.255,13.870,,,,
train,Wainscott,0,,,-3.398,1.174,-3.200,3.973,,0.570,11.418,-3.217,10.986,16.413,,,,
train,Wainscott,2,,,-2.169,1.466,0.196,0.540,,-3.754,-5.134,0.196,6.787,7.894,,,,
train,Wainscott,0,,,-3.398,1.174,-3.200,3.973,,6.220,9.737,-3.192,12.878,19.612,,,,
train,Wainscott,2,,,-1.337,-2.152,0.186,5.153,,-0.586,7.289,0.190,9.471,9.471,,,,
train,Wainscott,0,,,-2.313,-1.901,-3.191,2.508,,0.459,9.540,-3.216,11.772,12.637,,,,
train,Wainscott,2,,,-3.594,-1.638,0.181,2.406,,-3.306,9.837,0.183,11.478,15.162,,,,
train,Wainscott,2,,,1.751,1.681,0.192,3.695,,2.129,10.626,0.203,8.953,22.935,,,,
train,Wainscott,0,,,6.220,9.737,-3.192,1.893,,2.210,6.375,-3.212,5.233,7.194,,,,
train,Wainscott,0,,,-3.457,7.808,-3.224,6.013,,3.090,11.943,-3.214,7.743,13.554,,,,
train,Wainscott,0,,,-3.389,0.408,-3.198,3.155,,0.459,9.540,-3.216,9.909,13.772,,,,
train,Wainscott,0,,,-2.313,-1.901,-3.191,2.508,,6.220,9.737,-3.192,14.431,17.717,,,,
train,Wainscott,0,,,1.673,12.028,-3.220,3.428,,3.481,5.510,-3.218,6.764,7.882,,,,
train,Wainscott,0,,,-3.114,-5.805,-3.201,5.741,,3.090,11.943,-3.214,18.800,20.754,,,,
train,Wainscott,2,,,3.027,3.914,0.197,3.358,,-0.669,8.470,0.196,5.867,7.341,,,,
train,Wainscott,0,,,4.724,11.705,-3.209,1.279,,3.481,5.510,-3.218,6.319,8.115,,,,
train,Wainscott,0,,,-3.114,-5.805,-3.201,5.741,,3.114,7.705,-3.219,14.876,16.516,,,,
train,Wainscott,0,,,0.189,1.573,-3.195,1.531,,-1.332,11.875,-3.214,10.414,10.800,,,,
train,Wainscott,2,,,-1.337,-2.152,0.186,5.153,,1.204,4.804,0.186,7.406,7.629,,,,
train,Wainscott,0,,,0.040,0.089,-3.189,1.144,,6.249,11.532,-3.196,13.020,16.335,,,,
train,Wainscott,2,,,1.751,1.681,0.192,3.695,,0.903,9.567,0.198,7.931,24.537,,,,
train,Wainscott,2,,,-1.337,-2.152,0.186,5.153,,6.028,2.268,0.167,8.589,12.388,,,,
train,Wainscott,0,,,-3.398,1.174,-3.200,3.973,,0.459,9.540,-3.216,9.212,14.532,,,,
